Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
20,Colorado,Female,80 to 84 years,2911404.51,0,121.05
20,Colorado,Female,85 and over,2281824.97,0,94.88
20,Colorado,Female,Total,113308355.03,357586247.08,4711.22
20,Colorado,Male,15 to 19 years,7790129.96,36512552.78,323.9
20,Colorado,Male,20 to 24 years,4814729.06,22566767.16,200.19
20,Colorado,Male,25 to 29 years,5070034.86,23763392.43,210.81
20,Colorado,Male,30 to 34 years,5232462.93,24524697.27,217.56
20,Colorado,Male,35 to 39 years,5462866.72,25604606.14,227.14
20,Colorado,Male,40 to 44 years,5072974.13,23777168.86,210.93
20,Colorado,Male,45 to 49 years,4697060.51,22015251.43,195.3
20,Colorado,Male,50 to 54 years,4274241.78,20033488.48,177.72
20,Colorado,Male,55 to 59 years,4160085.3,19498433.91,172.97
20,Colorado,Male,60 to 64 years,4201463.12,19692372.88,174.69
20,Colorado,Male,65 to 69 years,3635552.7,17039935.24,151.16
20,Colorado,Male,70 to 74 years,3458904.5,0,143.82
20,Colorado,Male,75 to 79 years,2445587.76,0,101.68
20,Colorado,Male,80 to 84 years,1494204.47,0,62.13
20,Colorado,Male,85 and over,1044717.72,0,43.44
20,Colorado,Male,Total,62855015.52,255028666.58,2613.43
20,Connecticut,Female,15 to 19 years,7841686.68,33301300.69,343.09
20,Connecticut,Female,20 to 24 years,5724196.34,24308951.83,250.45
20,Connecticut,Female,25 to 29 years,6362416.14,27019280.66,278.37
20,Connecticut,Female,30 to 34 years,6950119.01,29515079.14,304.08
20,Connecticut,Female,35 to 39 years,8064380.07,34247013.02,352.84
20,Connecticut,Female,40 to 44 years,9290177.64,39452609.1,406.47
20,Connecticut,Female,45 to 49 years,9497372.97,40332505.75,415.53
20,Connecticut,Female,50 to 54 years,8624913.55,36627431.23,377.36
20,Connecticut,Female,55 to 59 years,8116519.23,34468432.43,355.12
20,Connecticut,Female,60 to 64 years,8063415.98,34242918.82,352.79
20,Connecticut,Female,65 to 69 years,6625214.83,28135308.15,289.87
20,Connecticut,Female,70 to 74 years,5711456.67,0,249.89
20,Connecticut,Female,75 to 79 years,4216185.48,0,184.47
20,Connecticut,Female,80 to 84 years,2845932.53,0,124.52
20,Connecticut,Female,85 and over,2376245.25,0,103.97
20,Connecticut,Female,Total,100310232.38,361650830.83,4388.81
20,Connecticut,Male,15 to 19 years,6039963.42,33303525.5,264.26
20,Connecticut,Male,20 to 24 years,3264348.31,17999166.49,142.82
20,Connecticut,Male,25 to 29 years,3316819.98,18288488.03,145.12
20,Connecticut,Male,30 to 34 years,3511170.38,19360109.34,153.62
20,Connecticut,Male,35 to 39 years,3938328.4,21715399.78,172.31
20,Connecticut,Male,40 to 44 years,4466928.4,24630027.32,195.44
20,Connecticut,Male,45 to 49 years,4447228.05,24521402.28,194.58
20,Connecticut,Male,50 to 54 years,4071151.48,22447767.91,178.12
20,Connecticut,Male,55 to 59 years,3790439.32,20899959.81,165.84
20,Connecticut,Male,60 to 64 years,3714184.01,20479498.54,162.5
20,Connecticut,Male,65 to 69 years,3094666.89,17063566.53,135.4
20,Connecticut,Male,70 to 74 years,2690750.57,0,117.73
20,Connecticut,Male,75 to 79 years,2063929.29,0,90.3
20,Connecticut,Male,80 to 84 years,1468936.68,0,64.27
20,Connecticut,Male,85 and over,1118522.1,0,48.94
20,Connecticut,Male,Total,50997367.28,240708911.54,2231.25
20,Delaware,Female,15 to 19 years,2022057.28,7291097.85,89.22
20,Delaware,Female,20 to 24 years,1675863.27,6042797.72,73.95
20,Delaware,Female,25 to 29 years,1737892.74,6266462.48,76.68
20,Delaware,Female,30 to 34 years,1843766.34,6648219.58,81.36
20,Delaware,Female,35 to 39 years,2009291.82,7245068.4,88.66
20,Delaware,Female,40 to 44 years,2146954.46,7741449.87,94.73
20,Delaware,Female,45 to 49 years,2187385.51,7887235.45,96.52
20,Delaware,Female,50 to 54 years,2077631.54,7491486.52,91.67
20,Delaware,Female,55 to 59 years,2138261.32,7710104.32,94.35
20,Delaware,Female,60 to 64 years,2284808.14,8238520.19,100.82
20,Delaware,Female,65 to 69 years,2006149.43,7233737.62,88.52
20,Delaware,Female,70 to 74 years,1808217.71,0,79.79
20,Delaware,Female,75 to 79 years,1372866.61,0,60.58
20,Delaware,Female,80 to 84 years,941484.55,0,41.54
20,Delaware,Female,85 and over,751998.47,0,33.18
20,Delaware,Female,Total,27004629.18,79796180,1191.56
20,Delaware,Male,15 to 19 years,1566397.87,6805296.24,69.12
20,Delaware,Male,20 to 24 years,985667.54,4282283.39,43.49
20,Delaware,Male,25 to 29 years,956663.25,4156272.78,42.21
20,Delaware,Male,30 to 34 years,971711.23,4221649.5,42.88
20,Delaware,Male,35 to 39 years,1011971.2,4396561.03,44.65
20,Delaware,Male,40 to 44 years,1015255.99,4410831.94,44.8
20,Delaware,Male,45 to 49 years,962285.01,4180696.78,42.46
20,Delaware,Male,50 to 54 years,859232.83,3732981.28,37.91
20,Delaware,Male,55 to 59 years,860583.83,3738850.8,37.97
20,Delaware,Male,60 to 64 years,968365.16,4207112.32,42.73
20,Delaware,Male,65 to 69 years,929585.77,4038633.29,41.02
20,Delaware,Male,70 to 74 years,943890.18,0,41.65
20,Delaware,Male,75 to 79 years,762032.37,0,33.62
20,Delaware,Male,80 to 84 years,555670.05,0,24.52
20,Delaware,Male,85 and over,429484.8,0,18.95
20,Delaware,Male,Total,13778797.06,48171169.36,607.98
20,Florida,Female,15 to 19 years,29863876.33,98769955.98,1329.03
20,Florida,Female,20 to 24 years,23729232.82,78480611.67,1056.02
20,Florida,Female,25 to 29 years,24324826.99,80450443.38,1082.52
20,Florida,Female,30 to 34 years,25170927.27,83248783.62,1120.18
20,Florida,Female,35 to 39 years,28624151.61,94669766.37,1273.86
20,Florida,Female,40 to 44 years,30162744.04,99758412.77,1342.33
20,Florida,Female,45 to 49 years,32000534.08,105836606.99,1424.11
20,Florida,Female,50 to 54 years,29772168.29,98466646.43,1324.95
20,Florida,Female,55 to 59 years,30595766.93,101190566.16,1361.6
20,Florida,Female,60 to 64 years,33568891.84,111023697.43,1493.91
20,Florida,Female,65 to 69 years,31003914.59,102540448.74,1379.76
20,Florida,Female,70 to 74 years,28191667.23,0,1254.61
20,Florida,Female,75 to 79 years,18887351.22,0,840.54
20,Florida,Female,80 to 84 years,11306831.13,0,503.19
20,Florida,Female,85 and over,8442443.2,0,375.71
20,Florida,Female,Total,385645327.57,1054435939.54,17162.3
20,Florida,Male,15 to 19 years,21539877.61,83885767.98,958.59
20,Florida,Male,20 to 24 years,13359880.82,52029258.64,594.55
20,Florida,Male,25 to 29 years,12877306.97,50149903.56,573.08
20,Florida,Male,30 to 34 years,12805130.84,49868817.92,569.86
20,Florida,Male,35 to 39 years,13624687.26,53060531.5,606.34
20,Florida,Male,40 to 44 years,13634638.65,53099286.58,606.78
20,Florida,Male,45 to 49 years,13378135.15,52100349.01,595.36
20,Florida,Male,50 to 54 years,11806246.15,45978721.09,525.41
20,Florida,Male,55 to 59 years,11885257.21,46286424.98,528.93
20,Florida,Male,60 to 64 years,13528680.31,52686638.17,602.06
20,Florida,Male,65 to 69 years,12767805.04,49723454.84,568.2
20,Florida,Male,70 to 74 years,12342831.06,0,549.29
20,Florida,Male,75 to 79 years,8864039.85,0,394.47
20,Florida,Male,80 to 84 years,5562630.23,0,247.55
20,Florida,Male,85 and over,3720256.79,0,165.56
20,Florida,Male,Total,181697403.95,588869154.27,8086.05
20,Georgia,Female,15 to 19 years,12960132.33,40580873.96,685.53
20,Georgia,Female,20 to 24 years,10034118.96,31418916.6,530.76
20,Georgia,Female,25 to 29 years,10802045.79,33823455.45,571.38
20,Georgia,Female,30 to 34 years,11541932.47,36140194.78,610.51
20,Georgia,Female,35 to 39 years,13021155.4,40771949.91,688.76
20,Georgia,Female,40 to 44 years,12961006.98,40583612.68,685.58
20,Georgia,Female,45 to 49 years,12818554.4,40137563.96,678.04
20,Georgia,Female,50 to 54 years,11570241.86,36228837.38,612.01
20,Georgia,Female,55 to 59 years,11394675.7,35679103.16,602.72
20,Georgia,Female,60 to 64 years,11451384.91,35856671.51,605.72
20,Georgia,Female,65 to 69 years,9275556.02,29043698.02,490.63
20,Georgia,Female,70 to 74 years,7842328.06,0,414.82
20,Georgia,Female,75 to 79 years,5032342.64,0,266.19
20,Georgia,Female,80 to 84 years,2854083.13,0,150.97
20,Georgia,Female,85 and over,2132132.29,0,112.78
20,Georgia,Female,Total,145691690.95,400264877.42,7706.41
20,Georgia,Male,15 to 19 years,9927891.37,40703618.67,525.14
20,Georgia,Male,20 to 24 years,5712672.07,23421532.03,302.17
20,Georgia,Male,25 to 29 years,5685544.61,23310311.45,300.74
20,Georgia,Male,30 to 34 years,5865146.76,24046666.93,310.24
20,Georgia,Male,35 to 39 years,6114107.26,25067386.52,323.41
20,Georgia,Male,40 to 44 years,5720781.2,23454778.83,302.6
20,Georgia,Male,45 to 49 years,5212520.59,21370948.01,275.72
20,Georgia,Male,50 to 54 years,4582848.77,18789340.25,242.41
20,Georgia,Male,55 to 59 years,4518398.05,18525097.06,239
20,Georgia,Male,60 to 64 years,4808702.96,19715325.68,254.36
20,Georgia,Male,65 to 69 years,3943394.97,16167627.07,208.59
20,Georgia,Male,70 to 74 years,3339924.62,0,176.67
20,Georgia,Male,75 to 79 years,2156468.92,0,114.07
20,Georgia,Male,80 to 84 years,1224734.71,0,64.78
20,Georgia,Male,85 and over,794653.47,0,42.03
20,Georgia,Male,Total,69607790.33,254572632.53,3681.92
20,Hawaii,Female,15 to 19 years,3262197.55,10996676.91,137.74
20,Hawaii,Female,20 to 24 years,2747579.33,9261929.03,116.01
20,Hawaii,Female,25 to 29 years,2974857.17,10028069.32,125.6
20,Hawaii,Female,30 to 34 years,2970016.1,10011750.35,125.4
20,Hawaii,Female,35 to 39 years,3188932.87,10749705.96,134.64
20,Hawaii,Female,40 to 44 years,3353180.95,11303376.62,141.58
20,Hawaii,Female,45 to 49 years,3336086.65,11245752.74,140.85
20,Hawaii,Female,50 to 54 years,3230103.05,10888488.22,136.38
20,Hawaii,Female,55 to 59 years,3519454.71,11863875.72,148.6
20,Hawaii,Female,60 to 64 years,3706855.9,12495594.15,156.51
20,Hawaii,Female,65 to 69 years,3169446.69,10684019.2,133.82
20,Hawaii,Female,70 to 74 years,2865234.04,0,120.97
20,Hawaii,Female,75 to 79 years,2217663.23,0,93.63
20,Hawaii,Female,80 to 84 years,1553032.89,0,65.57
20,Hawaii,Female,85 and over,1231995.57,0,52.02
20,Hawaii,Female,Total,43326636.72,119529238.21,1829.32
20,Hawaii,Male,15 to 19 years,2861227.2,11744818.03,120.81
20,Hawaii,Male,20 to 24 years,1842445.79,7562905.36,77.79
20,Hawaii,Male,25 to 29 years,1974705.2,8105806.21,83.38
20,Hawaii,Male,30 to 34 years,1994235.46,8185974.38,84.2
20,Hawaii,Male,35 to 39 years,2006824.31,8237649.33,84.73
20,Hawaii,Male,40 to 44 years,1930562.74,7924609.44,81.51
20,Hawaii,Male,45 to 49 years,1798571.98,7382811.32,75.94
20,Hawaii,Male,50 to 54 years,1700605.27,6980675.78,71.8
20,Hawaii,Male,55 to 59 years,1855546.04,7616679.48,78.34
20,Hawaii,Male,60 to 64 years,2027022.38,8320558.72,85.58
20,Hawaii,Male,65 to 69 years,1735395.49,7123483.31,73.27
20,Hawaii,Male,70 to 74 years,1585901.25,0,66.96
20,Hawaii,Male,75 to 79 years,1277380.89,0,53.93
20,Hawaii,Male,80 to 84 years,975573.94,0,41.19
20,Hawaii,Male,85 and over,821488.24,0,34.68
20,Hawaii,Male,Total,26387486.19,89185971.36,1114.12
20,Idaho,Female,15 to 19 years,2624292.16,7883381.42,117.29
20,Idaho,Female,20 to 24 years,2060295.84,6189134.8,92.08
20,Idaho,Female,25 to 29 years,2133271.03,6408352.5,95.35
20,Idaho,Female,30 to 34 years,2281708.76,6854259.88,101.98
20,Idaho,Female,35 to 39 years,2370516.79,7121039.46,105.95
20,Idaho,Female,40 to 44 years,2354251.92,7072179.76,105.22
20,Idaho,Female,45 to 49 years,2445571.23,7346503.24,109.3
20,Idaho,Female,50 to 54 years,2419844.07,7269218.76,108.15
20,Idaho,Female,55 to 59 years,2619235.35,7868190.76,117.07
20,Idaho,Female,60 to 64 years,2774124.46,8333478.1,123.99
20,Idaho,Female,65 to 69 years,2606486.48,7829893.11,116.5
20,Idaho,Female,70 to 74 years,2457498.98,0,109.84
20,Idaho,Female,75 to 79 years,1789275.39,0,79.97
20,Idaho,Female,80 to 84 years,1181780.61,0,52.82
20,Idaho,Female,85 and over,964757.35,0,43.12
20,Idaho,Female,Total,33082910.42,80175631.8,1478.62
20,Idaho,Male,15 to 19 years,1905361.84,7317775.9,85.16
20,Idaho,Male,20 to 24 years,1267816.54,4869204.97,56.66
20,Idaho,Male,25 to 29 years,1318770.84,5064901.21,58.94
20,Idaho,Male,30 to 34 years,1357155.61,5212322.64,60.66
20,Idaho,Male,35 to 39 years,1344732.29,5164609.33,60.1
20,Idaho,Male,40 to 44 years,1292670.79,4964660.76,57.78
20,Idaho,Male,45 to 49 years,1264362.56,4855939.51,56.51
20,Idaho,Male,50 to 54 years,1231183.67,4728511.93,55.03
20,Idaho,Male,55 to 59 years,1274493.33,4894847.98,56.96
20,Idaho,Male,60 to 64 years,1333341.64,5120862.16,59.59
20,Idaho,Male,65 to 69 years,1268200.93,4870681.27,56.68
20,Idaho,Male,70 to 74 years,1285085.99,0,57.44
20,Idaho,Male,75 to 79 years,924923.16,0,41.34
20,Idaho,Male,80 to 84 years,616413.52,0,27.55
20,Idaho,Male,85 and over,481837.04,0,21.54
20,Idaho,Male,Total,18166349.75,57064317.65,811.94
20,Illinois,Female,15 to 19 years,22097665.55,76544085.68,1034.89
20,Illinois,Female,20 to 24 years,16945502.6,58697512.62,793.6
20,Illinois,Female,25 to 29 years,18400382.71,63737070.66,861.73
20,Illinois,Female,30 to 34 years,18463206.73,63954686.73,864.68
20,Illinois,Female,35 to 39 years,19391993.21,67171909.47,908.17
20,Illinois,Female,40 to 44 years,19615460.75,67945978.49,918.64
20,Illinois,Female,45 to 49 years,19743512.08,68389535.41,924.64
20,Illinois,Female,50 to 54 years,18245111.29,63199226.12,854.46
20,Illinois,Female,55 to 59 years,17465474.12,60498641.58,817.95
20,Illinois,Female,60 to 64 years,16379537.73,56737067.39,767.09
20,Illinois,Female,65 to 69 years,12501312.8,43303287.23,585.47
20,Illinois,Female,70 to 74 years,10477489.25,0,490.69
20,Illinois,Female,75 to 79 years,7367642.25,0,345.04
20,Illinois,Female,80 to 84 years,4908883.39,0,229.89
20,Illinois,Female,85 and over,4069516.98,0,190.59
20,Illinois,Female,Total,226072691.44,690179001.39,10587.52
20,Illinois,Male,15 to 19 years,16206557.57,70965259.86,758.99
20,Illinois,Male,20 to 24 years,9271312.18,40597213.51,434.2
20,Illinois,Male,25 to 29 years,9556790.57,41847266.06,447.57
20,Illinois,Male,30 to 34 years,9715982.03,42544333.46,455.02
20,Illinois,Male,35 to 39 years,9690033.81,42430711.42,453.81
20,Illinois,Male,40 to 44 years,9263108.71,40561292.17,433.81
20,Illinois,Male,45 to 49 years,8785300.8,38469067.31,411.44
20,Illinois,Male,50 to 54 years,8052226.12,35259080.56,377.11
20,Illinois,Male,55 to 59 years,7776913.13,34053540.29,364.21
20,Illinois,Male,60 to 64 years,7380582.84,32318089.57,345.65
20,Illinois,Male,65 to 69 years,5524373.91,24190123.58,258.72
20,Illinois,Male,70 to 74 years,4644504.31,0,217.51
20,Illinois,Male,75 to 79 years,3267656.88,0,153.03
20,Illinois,Male,80 to 84 years,2194610.58,0,102.78
20,Illinois,Male,85 and over,1575238.83,0,73.77
20,Illinois,Male,Total,112905192.25,443235977.78,5287.62
20,Indiana,Female,15 to 19 years,11623129.05,35939507.69,532.8
20,Indiana,Female,20 to 24 years,8594118.89,26573601.71,393.95
20,Indiana,Female,25 to 29 years,9031047.06,27924613.41,413.98
20,Indiana,Female,30 to 34 years,9902921.94,30620510,453.94
20,Indiana,Female,35 to 39 years,10737498.75,33201078.4,492.2
20,Indiana,Female,40 to 44 years,10638187.72,32894001.93,487.65
20,Indiana,Female,45 to 49 years,11253670.54,34797116.8,515.86
20,Indiana,Female,50 to 54 years,10880790.13,33644145.15,498.77
20,Indiana,Female,55 to 59 years,11024926.25,34089823.85,505.38
20,Indiana,Female,60 to 64 years,11068971.66,34226015.25,507.4
20,Indiana,Female,65 to 69 years,9430080.23,29158451.19,432.27
20,Indiana,Female,70 to 74 years,8571861.54,0,392.93
20,Indiana,Female,75 to 79 years,6221439.16,0,285.19
20,Indiana,Female,80 to 84 years,4087623.26,0,187.37
20,Indiana,Female,85 and over,3017798.74,0,138.33
20,Indiana,Female,Total,136084064.9,353068865.38,6238.02
20,Indiana,Male,15 to 19 years,8229178.88,32571443.84,377.22
20,Indiana,Male,20 to 24 years,4633855.59,18340999.65,212.41
20,Indiana,Male,25 to 29 years,4551116.15,18013513.4,208.62
20,Indiana,Male,30 to 34 years,4846975.76,19184538.47,222.18
20,Indiana,Male,35 to 39 years,5066509.77,20053463.5,232.25
20,Indiana,Male,40 to 44 years,4860767.56,19239126.98,222.82
20,Indiana,Male,45 to 49 years,4741600.66,18767459.27,217.35
20,Indiana,Male,50 to 54 years,4427559.74,17524471.83,202.96
20,Indiana,Male,55 to 59 years,4548057.31,18001406.39,208.48
20,Indiana,Male,60 to 64 years,4657546.22,18434768.19,213.5
20,Indiana,Male,65 to 69 years,3920120.97,15516007.35,179.7
20,Indiana,Male,70 to 74 years,3571152.77,0,163.7
20,Indiana,Male,75 to 79 years,2540533.97,0,116.46
20,Indiana,Male,80 to 84 years,1666094.06,0,76.37
20,Indiana,Male,85 and over,1102717.41,0,50.55
20,Indiana,Male,Total,63363786.83,215647198.87,2904.56
20,Iowa,Female,15 to 19 years,3729002.41,11931702.01,173.54
20,Iowa,Female,20 to 24 years,2969194.73,9500542.73,138.18
20,Iowa,Female,25 to 29 years,3059499.32,9789490.62,142.38
20,Iowa,Female,30 to 34 years,3115519.13,9968737.42,144.99
20,Iowa,Female,35 to 39 years,3322705.67,10631672.91,154.63
20,Iowa,Female,40 to 44 years,3617070.1,11573551.79,168.33
20,Iowa,Female,45 to 49 years,3942516.97,12614885.27,183.48
20,Iowa,Female,50 to 54 years,3825876.25,12241669.55,178.05
20,Iowa,Female,55 to 59 years,3984019.78,12747681.98,185.41
20,Iowa,Female,60 to 64 years,3948405.34,12633726.33,183.75
20,Iowa,Female,65 to 69 years,3323744.74,10634997.61,154.68
20,Iowa,Female,70 to 74 years,3171183.98,0,147.58
20,Iowa,Female,75 to 79 years,2338021.3,0,108.81
20,Iowa,Female,80 to 84 years,1582398.51,0,73.64
20,Iowa,Female,85 and over,1356455.89,0,63.13
20,Iowa,Female,Total,47285614.12,124268658.25,2200.6
20,Iowa,Male,15 to 19 years,2690077.46,10831699.59,125.19
20,Iowa,Male,20 to 24 years,1801665.82,7254476.19,83.85
20,Iowa,Male,25 to 29 years,1894791.98,7629452.26,88.18
20,Iowa,Male,30 to 34 years,1923981.99,7746986.94,89.54
20,Iowa,Male,35 to 39 years,1890737.7,7613127.54,87.99
20,Iowa,Male,40 to 44 years,1882647.74,7580552.99,87.62
20,Iowa,Male,45 to 49 years,1818865.92,7323733.08,84.65
20,Iowa,Male,50 to 54 years,1700984.49,6849078.99,79.16
20,Iowa,Male,55 to 59 years,1828842.46,7363903.99,85.11
20,Iowa,Male,60 to 64 years,1881036.77,7574066.36,87.54
20,Iowa,Male,65 to 69 years,1598516.63,6436488.22,74.39
20,Iowa,Male,70 to 74 years,1568230.32,0,72.98
20,Iowa,Male,75 to 79 years,1186033.84,0,55.2
20,Iowa,Male,80 to 84 years,836591.13,0,38.93
20,Iowa,Male,85 and over,629620.79,0,29.3
20,Iowa,Male,Total,25132625.05,84203566.16,1169.63
20,Kensas,Female,15 to 19 years,5095168.68,16178388.09,248.25
20,Kensas,Female,20 to 24 years,3784818.14,12017709.43,184.41
20,Kensas,Female,25 to 29 years,3892695.37,12360245.62,189.66
20,Kensas,Female,30 to 34 years,3987185.76,12660275.36,194.27
20,Kensas,Female,35 to 39 years,4054182.75,12873006.96,197.53
20,Kensas,Female,40 to 44 years,3947678.41,12534830.03,192.34
20,Kensas,Female,45 to 49 years,4085876.42,12973642.01,199.08
20,Kensas,Female,50 to 54 years,3756505.23,11927809.12,183.03
20,Kensas,Female,55 to 59 years,3674277.17,11666715.22,179.02
20,Kensas,Female,60 to 64 years,3525758.99,11195134.21,171.79
20,Kensas,Female,65 to 69 years,3071351.73,9752281.69,149.65
20,Kensas,Female,70 to 74 years,2912219.91,0,141.89
20,Kensas,Female,75 to 79 years,2157178.59,0,105.1
20,Kensas,Female,80 to 84 years,1390082.57,0,67.73
20,Kensas,Female,85 and over,1154123.1,0,56.23
20,Kensas,Female,Total,50489102.81,136140037.74,2459.99
20,Kensas,Male,15 to 19 years,3665226.42,14794038.43,178.58
20,Kensas,Male,20 to 24 years,2214035.12,8936561.33,107.88
20,Kensas,Male,25 to 29 years,2196280.51,8864897.98,107.01
20,Kensas,Male,30 to 34 years,2132347.64,8606844.24,103.89
20,Kensas,Male,35 to 39 years,1991480.12,8038257.42,97.03
20,Kensas,Male,40 to 44 years,1804812.39,7284806.13,87.94
20,Kensas,Male,45 to 49 years,1774393.26,7162024.67,86.45
20,Kensas,Male,50 to 54 years,1690408.71,6823035.9,82.36
20,Kensas,Male,55 to 59 years,1800343.77,7266769.33,87.72
20,Kensas,Male,60 to 64 years,1839119.32,7423279.99,89.61
20,Kensas,Male,65 to 69 years,1487454.6,6003847.51,72.47
20,Kensas,Male,70 to 74 years,1389180.61,0,67.69
20,Kensas,Male,75 to 79 years,1073272.85,0,52.29
20,Kensas,Male,80 to 84 years,764736.79,0,37.26
20,Kensas,Male,85 and over,586727.49,0,28.59
20,Kensas,Male,Total,26409819.6,91204362.92,1286.77
20,Kentucky,Female,15 to 19 years,7158353.78,20873313.89,339.53
20,Kentucky,Female,20 to 24 years,5449332.26,15889913.55,258.47
20,Kentucky,Female,25 to 29 years,5887134.31,17166517.06,279.24
20,Kentucky,Female,30 to 34 years,6503298.68,18963214,308.46
20,Kentucky,Female,35 to 39 years,7137090.94,20811312.78,338.52
20,Kentucky,Female,40 to 44 years,7277846.35,21221746.78,345.2
20,Kentucky,Female,45 to 49 years,7672158.18,22371535.52,363.9
20,Kentucky,Female,50 to 54 years,7361790.02,21466521.3,349.18
20,Kentucky,Female,55 to 59 years,7703148.83,22461902.34,365.37
20,Kentucky,Female,60 to 64 years,8071258.41,23535286.94,382.83
20,Kentucky,Female,65 to 69 years,6968092.5,20318523.83,330.51
20,Kentucky,Female,70 to 74 years,6352596.96,0,301.31
20,Kentucky,Female,75 to 79 years,4232610.2,0,200.76
20,Kentucky,Female,80 to 84 years,2496972.4,0,118.44
20,Kentucky,Female,85 and over,1817638.07,0,86.21
20,Kentucky,Female,Total,92089321.89,225079788,4367.95
20,Kentucky,Male,15 to 19 years,5616697.39,20142667.62,266.41
20,Kentucky,Male,20 to 24 years,3327927.2,11934652.48,157.85
20,Kentucky,Male,25 to 29 years,3392617.25,12166644.74,160.92
20,Kentucky,Male,30 to 34 years,3636363.96,13040772.12,172.48
20,Kentucky,Male,35 to 39 years,3796105.66,13613639.71,180.06
20,Kentucky,Male,40 to 44 years,3660617.64,13127750.95,173.63
20,Kentucky,Male,45 to 49 years,3549029.94,12727573.78,168.34
20,Kentucky,Male,50 to 54 years,3252851.41,11665414.77,154.29
20,Kentucky,Male,55 to 59 years,3347850.36,12006101.16,158.79
20,Kentucky,Male,60 to 64 years,3563854.47,12780737.7,169.04
20,Kentucky,Male,65 to 69 years,3056894.46,10962671.63,144.99
20,Kentucky,Male,70 to 74 years,2868509.26,0,136.06
20,Kentucky,Male,75 to 79 years,1993873.47,0,94.57
20,Kentucky,Male,80 to 84 years,1242619.19,0,58.94
20,Kentucky,Male,85 and over,815103.54,0,38.66
20,Kentucky,Male,Total,47120915.21,144168626.67,2235.03
20,Louisiana,Female,15 to 19 years,5392610.81,15117698.72,288.78
20,Louisiana,Female,20 to 24 years,4553201.86,12764491.31,243.83
20,Louisiana,Female,25 to 29 years,4665580.7,13079535.29,249.84
20,Louisiana,Female,30 to 34 years,4431770.2,12424068.6,237.32
20,Louisiana,Female,35 to 39 years,4430191.19,12419641.98,237.24
20,Louisiana,Female,40 to 44 years,4617746.19,12945435.54,247.28
20,Louisiana,Female,45 to 49 years,4970000.3,13932948.21,266.15
20,Louisiana,Female,50 to 54 years,4921817.35,13797871.65,263.57
20,Louisiana,Female,55 to 59 years,5086264.13,14258883.37,272.37
20,Louisiana,Female,60 to 64 years,5111281.4,14329017.05,273.71
20,Louisiana,Female,65 to 69 years,4465776.06,12519400.97,239.14
20,Louisiana,Female,70 to 74 years,4110661.86,0,220.13
20,Louisiana,Female,75 to 79 years,2782832.79,0,149.02
20,Louisiana,Female,80 to 84 years,1633989.65,0,87.5
20,Louisiana,Female,85 and over,1183282.54,0,63.37
20,Louisiana,Female,Total,62357007.04,147588992.7,3339.24
20,Louisiana,Male,15 to 19 years,4020160.23,15656274.1,215.28
20,Louisiana,Male,20 to 24 years,2683238.69,10449712.96,143.69
20,Louisiana,Male,25 to 29 years,2635732.34,10264702.33,141.14
20,Louisiana,Male,30 to 34 years,2419028.83,9420763.42,129.54
20,Louisiana,Male,35 to 39 years,2284248.5,8895869.49,122.32
20,Louisiana,Male,40 to 44 years,2223823.93,8660549.59,119.09
20,Louisiana,Male,45 to 49 years,2174875.92,8469924.48,116.47
20,Louisiana,Male,50 to 54 years,2074534.38,8079150.33,111.09
20,Louisiana,Male,55 to 59 years,2197993.95,8559956.28,117.7
20,Louisiana,Male,60 to 64 years,2313536.09,9009928.24,123.89
20,Louisiana,Male,65 to 69 years,1962834.36,7644141.27,105.11
20,Louisiana,Male,70 to 74 years,1812634.9,0,97.07
20,Louisiana,Male,75 to 79 years,1258300.87,0,67.38
20,Louisiana,Male,80 to 84 years,796315.39,0,42.64
20,Louisiana,Male,85 and over,541217.27,0,28.98
20,Louisiana,Male,Total,31398475.65,105110972.5,1681.4
20,Maine,Female,15 to 19 years,2762414.6,8838907.62,133.34
20,Maine,Female,20 to 24 years,2002414.58,6407132.92,96.66
20,Maine,Female,25 to 29 years,2035862.18,6514155.3,98.27
20,Maine,Female,30 to 34 years,2186838.72,6997235.47,105.56
20,Maine,Female,35 to 39 years,2518062.19,8057052.36,121.55
20,Maine,Female,40 to 44 years,2742521.85,8775256.72,132.38
20,Maine,Female,45 to 49 years,2839252.31,9084765.52,137.05
20,Maine,Female,50 to 54 years,2658247.31,8505603.17,128.31
20,Maine,Female,55 to 59 years,2701452.71,8643847.65,130.4
20,Maine,Female,60 to 64 years,2749786.09,8798500.13,132.73
20,Maine,Female,65 to 69 years,2424634.83,7758112.52,117.04
20,Maine,Female,70 to 74 years,2289986.33,0,110.54
20,Maine,Female,75 to 79 years,1692880.44,0,81.72
20,Maine,Female,80 to 84 years,1111956.09,0,53.67
20,Maine,Female,85 and over,889129.51,0,42.92
20,Maine,Female,Total,33605439.73,88380569.36,1622.14
20,Maine,Male,15 to 19 years,1856793.01,7476447.94,89.63
20,Maine,Male,20 to 24 years,1086138.71,4373378.99,52.43
20,Maine,Male,25 to 29 years,1048406.25,4221447.81,50.61
20,Maine,Male,30 to 34 years,1101084.75,4433559.78,53.15
20,Maine,Male,35 to 39 years,1250145.95,5033760.38,60.34
20,Maine,Male,40 to 44 years,1361336.6,5481473.79,65.71
20,Maine,Male,45 to 49 years,1335553.74,5377658.13,64.47
